dust,NO2,CO2,SO2,AQI
93.94,61.02,1.37,12.42,240
78.47,60.5,1.19,11.15,199
73.73,53.69,1.3,9.17,186
86.92,59.83,1.33,10.57,187
91.89,53.58,1.31,13.74,207
106.34,62.51,1.55,14.33,235
94.08,63.25,1.38,13.49,246
93.97,67.53,1.57,11.74,237
90.03,57.15,1.14,11.62,216
89.43,60.78,1.08,13.85,197
110.7,69.34,1.36,18.3,234
132.43,66.27,1.45,11.68,295
117.23,63.55,1.52,9.97,278
117.32,65.19,1.93,7.12,279
114.92,55.04,1.47,8.3,276
74.28,47.44,1.13,8.09,211
83.26,50.73,1.48,9.25,207
107.68,54.42,1.83,14.33,242
92.93,44.48,1.36,9.74,247
82.72,48.51,1.27,10.82,191
95.06,56.41,1.22,12.92,205
101.36,53.02,1.22,15.09,241
85.69,50.15,1.06,13.24,202
71.72,46.56,0.97,9.53,183
68.23,56.2,1.27,12.53,163
76.4,53.73,1.13,16.61,201
61.42,47.07,0.87,13.04,129
57.4,53.6,0.72,12.22,151
74.26,43.49,0.83,11.73,146
67.18,43.48,0.88,10.6,139
101.93,43.64,1.01,13.1,193
121.48,51.04,1.29,14.43,257
96.64,41.49,0.96,11.96,269
60.88,42.26,0.74,16.57,159
65.04,42.15,0.81,14.42,129
69.51,36.45,0.74,12.95,143
68.66,38.67,0.67,15.32,145
83.06,49.15,1.12,13.97,165
121.14,54.57,1.38,13.41,258
109.38,45.09,1.29,8.08,253
120.65,48.48,1.19,10.05,274
123.92,56.67,1.75,13.56,295
104.65,69.8,2.09,11.59,274
107.72,54.49,1.56,11.57,269
79.44,38.43,0.96,12.59,179
118.6,42.52,1.44,16.25,251
95.05,46.23,1.22,16.33,241
114.01,54.24,1.59,18.39,235
128.67,64.68,2.04,18.82,289
128.62,64.93,2.09,19.89,298
114.73,55.96,1.62,18.57,267
54.29,36.5,0.84,12.35,201
47.11,40.23,1.29,11.3,91
91.78,41.06,1.79,12.03,182
94.41,47.39,1.66,12.34,217
101.15,43.52,1.24,14.61,203
107.83,46,1.2,12.53,264
84.88,48.82,1.09,12.02,200
84.49,45.77,0.89,16.04,179
78.54,42.08,0.94,15.92,162
83.17,45.72,0.99,14.48,194
89.03,59.86,1.27,15.24,184
146.7,79.75,2.15,15.48,286
176.49,94.33,2.22,19.24,338
145.88,77.25,1.79,13.07,347
111.02,67.76,1.48,13.02,277
82.65,64.95,1.22,17.28,219
83.41,51.05,1.01,14.21,196
62.35,39.97,0.8,12.65,148
75.02,54.45,1.11,13.18,172
102.79,70.22,1.14,13.87,229
118.1,59.79,1.04,14.76,260
84.27,58.79,0.93,15.39,248
62.5,56.5,0.7,13.91,157
106.39,67.07,1.21,13.82,234
107.8,68.55,1.23,12.15,254
115.41,62.58,0.96,14.29,278
51.86,36.64,0.48,9.23,175
56.91,36.89,0.81,8.57,102
73.09,49.78,0.88,11.97,163
61.11,55.94,0.81,13.1,159
67.01,59.8,0.98,14.75,174
66.42,55.57,0.83,10.73,156
79.24,69.37,0.9,17.62,184
101.36,67.53,0.95,27,222
78.36,56.1,0.81,13.53,192
80.67,57.6,0.74,13.6,189
110.11,59.59,0.91,19.06,217
89.17,52.41,0.77,13.76,246
80.91,64.6,0.86,13.03,196
106.37,76.36,1.23,14.93,241
101.11,85.22,1.44,14.79,247
99.03,79.66,1.11,13.39,240
106.87,80.75,1.12,19.36,254
71.25,66.46,0.88,14.99,185
100.15,71.03,0.97,15.38,219
101.37,70.05,0.96,13.14,228
92.52,54.74,0.82,12.79,226
84.06,42.4,0.53,29.47,203
58.63,36.14,0.44,24.4,157
81.15,57.85,0.86,12.45,162
107.24,66.31,1,15.01,242
94.78,53.2,0.78,11.4,233
106.36,59.18,0.97,12.99,209
82.03,53.5,0.75,8.34,237
40.94,40.31,0.51,11.03,116
45,45.61,0.67,11.59,91
73.23,47.57,0.78,10.72,142
73.68,57.35,0.92,11.26,167
92.08,59.52,1.22,13.39,196
97.45,54.31,1.09,14.25,222
82.48,38.23,0.81,10.52,194
50.13,30.3,0.6,11.45,127
34.26,33.77,0.68,9.3,89
36.1,29.89,0.6,8.44,90
32.81,25.75,0.67,8.05,69
37.96,30.23,0.8,9.51,82
57.01,35.23,0.72,11.02,128
65.59,38.92,0.87,12.04,149
56.77,30.92,0.67,13.6,143
57.54,33.63,0.72,12.66,120
57.2,39.86,0.83,11.76,126
52.17,23.32,0.55,9.19,132
23.34,26.71,0.54,11.89,92
56.05,38.02,0.85,20.02,107
61.94,37.15,0.83,10.65,138
77.16,42.14,0.93,13.79,156
86.38,45.5,0.83,15.41,207
42.09,31.8,0.63,14.56,139
47.22,26.91,0.55,14.65,117
16.18,17.81,0.38,8.37,83
29.31,17.95,0.53,10.22,99
33.21,13.92,0.52,9.68,88
53.01,15.94,0.57,12.52,96
37.02,14.36,0.52,6.8,95
48.1,14.86,0.55,11.62,106
46.57,15.71,0.57,11.46,100
40.85,14.53,0.54,9.52,101
43.56,16.55,0.54,10.03,107
44.67,19.05,0.54,9.83,110
50.19,12.41,0.57,11.65,117
42.51,11.91,0.56,7.73,100
43.08,13.25,0.62,7.33,100
60.85,14.82,0.55,9.55,129
47.78,11.03,0.45,9.11,112
38.78,14.7,0.41,9.56,96
39.33,11.32,0.39,13.28,95
23.45,11.92,0.34,10,82
20.26,12.71,0.33,12.12,100
19.11,9.24,0.38,8.23,79
18.03,8.65,0.35,7.51,62
23.56,8.48,0.34,6.94,60
24.5,7.64,0.38,6.8,65
26.65,6.37,0.37,5.31,56
24.33,8.17,0.37,6.88,59
30.15,11.56,0.41,6.99,68
21.85,7.8,0.34,7.69,62
18.37,8.91,0.36,8.1,48
13.35,8.77,0.32,8.07,67
14.57,7.56,0.34,6.68,45
11.81,12.3,0.34,6.26,56
16.18,10.21,0.34,9.8,56
13.48,9,0.32,6.14,41
10.49,8.56,0.33,7.5,44
15.3,8.68,0.33,7.45,59
15.74,8.54,0.34,6.61,59
10.67,8.2,0.32,5.52,44
7.71,9.15,0.34,5.21,45
16.66,10.52,0.36,6.04,51
13.88,9.11,0.31,7.42,54
10.46,8.2,0.29,5.88,51
16.81,10.69,0.39,5.57,49
18.04,9.23,0.38,5.76,57
22.15,9.69,0.38,5.25,50
17.49,8.59,0.34,5.75,50
12.66,10.21,0.36,6.73,61
16.77,9.68,0.32,5.95,59
16.16,8.03,0.34,6.29,64
21.76,8.27,0.36,5.5,73
19.3,6.6,0.34,5.4,63
19.21,8.78,0.38,6.44,75
29.09,9.97,0.38,10.2,97
24.23,6.96,0.29,8.82,71
16.61,5.56,0.26,5.95,52
12.3,5.35,0.27,5.58,44
11.23,5.27,0.27,5.08,44
10.61,5.42,0.28,5.26,50
12.93,5.99,0.28,4.03,38
8.32,5.94,0.28,3.71,32
10.3,6.05,0.26,4.79,39
7.3,6.66,0.36,4.39,37
17.4,6.8,0.36,4.44,47
21.78,5.53,0.34,3.9,50
18.89,5.08,0.35,5.09,49
16.54,5.14,0.34,5.28,48
15.14,5.53,0.34,6.54,46
13.81,6.09,0.33,5.8,43
15.07,10.72,0.41,5.29,47
17.5,8.17,0.36,5.79,55
15.02,6.76,0.33,4.99,52
14.29,7.76,0.37,5.52,55
12.65,9.78,0.34,6.54,45
12.76,10.59,0.34,7.45,51
14.58,12.35,0.35,8.73,63
16,7.42,0.33,7.57,52
11.25,7.44,0.32,6.83,46
16.85,14.22,0.36,6.88,59
24.22,10.9,0.39,6.07,67
23.13,14.77,0.43,9.67,59
19.63,9.72,0.35,16.76,54
14.39,9.41,0.35,5.5,40
6.99,9.52,0.37,4.65,32
8.7,11.15,0.37,5.05,38
8.96,9.69,0.38,4.69,38
9.93,8.63,0.36,4.56,32
11.99,10.35,0.37,4.65,34
9.9,10.69,0.36,5.44,47
14.57,12.68,0.39,5.29,50
15.18,11.92,0.37,5.71,47
18.5,11.68,0.39,5.75,50
11.11,8.06,0.34,5.45,45
9.3,7.36,0.35,5.75,37
13.7,9.13,0.36,5.45,42
15.9,9.47,0.37,4.63,45
16.98,9.37,0.35,5.9,52
15.53,6.83,0.32,7.69,52
9.59,7.91,0.34,8.2,42
7.89,9.25,0.35,5.73,37
10.58,12.63,0.38,5.92,43
14.53,15.98,0.45,7.01,48
14,12.29,0.37,5.66,47
10.53,10.01,0.3,4.32,45
242.58,42.92,2.75,10.66,449
151.31,31.33,1.47,8.33,336
123.41,22.25,1.2,8.66,288
124.26,34.37,1.13,7.04,256
164.46,32.19,1.38,7.62,298
161.92,29.77,1.42,8.13,331
188.15,34.5,1.81,8.64,333
195.81,36.69,2.41,7.45,364
214.23,36.74,2.71,7.99,364
207.2,35.29,3.03,9.22,372
150.5,31.59,2.17,8.14,356
79.29,25.79,1.62,8.45,205
76.02,23.89,1.37,8.12,183
116.68,31.45,1.84,7.49,184
169.64,35.42,2.41,7.14,306
172.07,32.84,2.45,8.47,349
106.68,27.17,1.31,7.87,280
85.02,26.64,1.79,7.98,220
86.04,35.09,2.43,7.72,186
107.55,29.37,2.64,7.34,202
149.01,33.01,3.65,11.17,223
154.59,25.34,4.16,12.28,343
177.59,36.23,4.05,12.23,311
140.36,36.59,3.27,10.93,346
135.89,39.22,2.07,11.24,261
86.75,24.39,0.95,10.92,231
85.47,23.75,0.76,11.8,206
77.24,29.47,0.87,10.29,172
123.6,42.38,1.49,10.71,233
124.14,48.03,1.56,9.72,286
108.88,47.62,1.26,9.09,263
66.21,42.59,0.84,11.35,171
112.8,43.86,1.2,10.42,224
140.13,39.57,1.43,10.33,265
149.59,40.53,1.69,10.37,304
152.45,45.89,1.46,10.59,309
132.55,37.57,1.18,10.48,279
152.02,33.1,1.47,11.1,296
62.05,40.28,0.82,10.31,218
84.7,45.34,1.03,10.53,204
67.25,37.85,0.73,9.85,172
81.92,43.43,1.05,9.91,181
121.49,48.55,1.74,10.2,244
104.57,49.02,1.3,10.78,245
90.22,57.85,1.3,10.54,226
94.78,65.46,1.52,8.7,235
94.66,60.31,1.37,9.63,230
97.57,60.09,1.47,8.57,218
97.02,53.96,1.36,9.59,226
124.61,57.63,1.25,8.98,242
90.54,56.97,1,7.51,231
102.24,54.59,1.26,7.07,211
101.55,48.16,1.36,6.74,251
65.2,51.63,0.83,6.54,176
71.86,63.63,1.02,7.02,168
83.35,70.85,1.17,6.89,197
78.63,63.36,1.1,6.31,184
88.14,71.1,1.32,6.52,197
112.06,62.39,1.2,7.06,251
118.06,35.76,0.96,7.34,253
64.65,40.41,1.01,8.72,201
75.3,49.2,1.12,11.01,158
49.01,40.63,0.9,8.19,167
42.9,33.22,0.79,8.69,111
41.28,34.22,0.79,7.1,116
56.63,42.21,0.98,6.85,149
78.95,46.36,1.36,8.11,182
81.48,47.86,1.54,8.66,209
74.69,53.17,1.35,9.43,194
69.37,60.4,1.25,9.4,168
76.22,59.54,1.28,9.27,194
95.29,50.6,1.19,8.18,214
98.86,46.42,0.9,7.35,202
52.48,40.42,0.69,9.77,148
46.69,48.29,0.81,9.21,136
59.79,57.21,0.89,10.96,190
58.48,60.63,0.91,10.86,182
124.48,56.39,1.32,10.61,232
75.99,56.35,1.01,10.76,179
70.53,57.59,1.26,11.98,163
67.26,48.93,1.04,10.36,163
36.68,37.39,1.04,9.85,120
39.7,40.56,1.18,10.52,83
55.2,40.05,1.4,10.19,125
62.94,46.86,1.47,9.92,145
66.68,68.05,1.57,9.6,156
68.82,71.81,1.4,10.81,163
53.45,61.85,1.6,12.79,135
107.69,60.87,1.88,12.85,210
79.23,47.26,1.54,12.21,205
49.97,44.45,1.45,12.91,151
65.94,48.75,1.63,13.09,177
73.42,47.99,1.74,13.57,166
58.01,46.63,1.71,13.26,152
58.25,45.25,1.68,12.52,146
31.87,43.29,1.49,11.73,122
29.1,50.82,0.62,11.6,92
35.36,55.75,0.53,11.76,92
51.5,46.23,1.61,12.44,106
67.83,47.14,1.86,12.02,156
55.83,43.73,1.79,12.62,140
43.86,47.11,1.55,11.53,120
54.28,48.52,1.47,11.9,125
55.12,49.1,1.43,11.35,127
51.74,48.99,1.42,11.73,140
44.93,48.88,1.64,11.83,142
53.11,52.98,1.76,11.5,132
52.64,52.66,1.76,13.4,144
52.72,37.04,1.44,11,144
62.28,17.67,1.53,10.23,150
59.87,18.86,1.47,10.81,160
45,17.36,1.37,10.03,149
51.39,18.38,1.4,9.95,143
29.74,17.61,1.27,9.7,158
31.17,20.4,1.32,9.71,130
38.82,15.28,1.35,9.8,134
40.92,14.91,1.37,9.9,140
47.95,14.6,1.4,9.46,143
26.65,15.49,1.28,9.79,131
19.17,15.59,1.29,9.61,119
17.63,16.04,0.93,10.19,110
35.07,16.92,0.45,10.09,122
23.5,17.02,0.42,10.12,118
27.09,12.84,0.38,9.94,118
13.85,11.95,0.37,10.26,104
19.03,14.17,0.43,9.83,109
12.37,11.68,0.39,8.63,98
15.21,13.5,0.42,9.37,111
30.93,14.46,0.52,11.96,118
22.83,20.58,0.46,11.21,129
15.93,15.85,0.48,10.84,140
26.6,14.56,0.44,11.59,147
27.38,33.4,0.34,14.98,148
19.04,13.39,0.38,7.97,149
17.95,15.13,0.44,10.27,129
24.24,23.41,0.52,7.95,139
22.42,13.42,0.49,10.37,171
35.51,14.78,0.56,11,191
38.4,12.11,0.56,9.06,256
22.51,13.75,0.56,5.84,138
36.48,18.8,0.69,7.53,124
42.52,34.22,0.75,11.72,146
53.82,31.61,0.77,7.41,176
32.79,19.62,0.55,5.55,124
50.36,32.81,0.69,7.87,141
52.11,34.71,0.76,16.97,239
47.43,29.8,0.72,7.68,167
43.06,17.54,0.57,5.06,137
32.71,17.76,0.51,6.6,119
19.31,22.42,0.42,4.98,105
14.58,18.36,0.37,9.35,102
25.92,17.72,0.52,5.92,95
44.72,10.88,0.67,5.2,112
49.58,14.4,0.68,4.09,119
41.66,13.53,0.63,4.01,110
33.42,11.38,0.45,3.9,116
20.98,10.58,0.38,8.5,121
27.04,11.81,0.44,7.47,95
27.46,20.22,0.44,7.28,104
12.95,12.85,0.37,8.38,105
17.45,13.91,0.46,9.38,110
28.54,30.65,0.71,5.24,117
42.54,32.15,0.78,4.4,111
30.76,29.04,0.73,3.73,106
20.15,15.72,0.58,4.52,97
10.78,13.74,0.67,3.22,82
19.81,15.32,0.72,2.88,88
18.17,19.35,0.74,2.8,100
38.48,23.81,0.82,2.86,106
37.57,23.9,0.7,3.16,111
32.56,29.06,0.58,3.15,100
19.01,24.21,0.45,3.25,86
15.19,11.2,0.45,2.82,85
14.44,6.91,0.45,2.86,60
16.17,16.17,0.71,2.76,56
17.75,37.94,0.87,2.76,53
19.12,37.94,0.87,2.68,53
24.18,25.77,0.85,4.87,63
16.14,17.66,0.66,4.65,60
20.07,15.51,0.61,4.49,62
12.76,15.13,0.45,3.73,60
15.42,25.06,0.74,3.79,60
20.71,26.84,0.86,3.75,74
25.62,25.52,0.77,3.24,84
27.71,26.48,0.95,2.98,88
23.16,25.68,0.79,2.92,71
17.71,23.01,0.87,3.63,65
19.27,18.13,0.72,3.92,82
17.24,20.51,0.88,3.6,88
29.76,27.5,0.83,3.91,93
35.42,31.15,0.82,3.99,98
35.33,44.35,0.84,5.07,81
40.64,52.89,1.07,6.57,112
33.25,45.37,1,8.79,81
26.64,36.51,0.88,9.97,81
23.92,39.01,0.89,9.72,79
28.42,42.76,1.09,8.99,79
35.71,48.4,1.07,9.33,90
37.09,49.9,1.09,9.28,93
43.67,49.19,1.02,6.74,112
44.76,47.01,1.1,4.76,104
41.11,48.83,1.1,7.73,102
46.5,49.36,1.09,11.05,95
33.54,65.03,1.9,11.57,127
11.98,37.86,0.95,19.13,135
27.32,37.5,0.78,18.54,105
22.75,37.72,0.79,25.13,84
23.34,58.13,1.34,31.7,155
24.49,43.69,0.94,35.21,138
21.85,31.72,0.98,28.09,78
23.4,29.87,1.11,31.45,79
29.12,30.77,0.89,26.82,95
22.44,37.52,1.15,30.72,90
23.82,34.3,1.05,38.43,105
16.53,29.24,0.94,46.26,67
18.76,29.85,1.04,29.69,73
23.64,31.32,1.1,26.89,79
27.8,34.95,1.25,32.89,89
24.73,33.23,1.17,32.63,95
25.74,31.69,0.96,34.28,89
30.37,34.63,1.07,27.96,94
36.85,43.12,1.25,44.65,103
23.77,33.73,1.09,37.9,101
23.39,29.54,0.64,35.36,93
39.42,53,0.62,47.11,85
34.14,41.82,1.18,31.44,106
28.14,34.82,1.02,35.15,101
27.92,35.64,1.07,35.46,89
25.7,39.56,1.15,26.2,83
28.17,38.75,1.03,32.12,90
26.93,38.95,1.1,39.42,102
33.79,38.88,1.11,39.92,102
33.73,33.98,1.02,35.43,102
38.2,33.87,0.98,31.97,111
47.01,36.96,1.17,37.63,108
31.59,33.61,0.87,37.4,102
30.39,38.65,0.86,38.41,93
30.35,35.76,0.79,28.78,87
32.44,28.77,0.64,30.59,87
17.78,23.5,0.39,28.17,66
9.53,12.87,0.43,11.18,63
8.91,12.77,0.41,11.8,53
10.56,12.97,0.47,12.63,60
26.85,27.72,0.6,27.67,77
29.45,38.84,0.8,37.97,77
26.88,30.88,0.64,36.41,71
26.75,32.96,0.79,27,68
37.11,26.57,0.46,21.12,67
42.4,35.13,0.79,28.26,102
42.73,37.04,0.66,24.68,101
42.7,42.25,0.7,31.11,98
46.08,36.83,0.69,34.53,96
63.33,41.67,1.06,30.31,98
52.77,39.21,0.87,30.83,160
41.43,33.77,0.71,31.09,188
22.89,28.03,0.59,18.84,73
28.28,23.62,0.73,15.97,64
13.46,14.2,0.51,12.08,71
24.93,25.39,0.58,20.6,65
33.68,36.89,0.78,35.63,65
39.38,36.34,0.66,41.44,86
36.02,39.78,0.58,25.49,151
13.75,14.05,0.4,10.11,49
12.67,8.62,0.42,15.35,55
19.93,20.31,0.94,15.79,90
27.57,35.71,1.27,19.36,78
23.78,26.18,1.02,15.03,85
36.71,36.36,1.3,19,89
62.52,56.17,1.91,20.52,108
72.4,45.89,1.44,11.11,130
60.73,44.06,1.28,18.29,113
54.76,50.32,1.3,22.54,104
40.24,38.29,1.01,16.68,94
71.57,43.55,1.18,16.61,132
42.06,43.26,0.82,29,133
44.1,45.35,1.03,24.17,104
53.43,44.43,1.03,25.07,100
51.42,41.1,0.97,17.9,105
37.61,42.34,0.76,13.62,85
50.36,50.06,1.23,20.11,95
43.12,42.1,0.82,19.9,97
45.73,40.62,1.06,22.14,90
43.88,30.35,1.15,11.31,108
89.96,88.72,1.34,17.6,110
65.83,45.39,1.1,14.24,123
66.14,50.18,1.04,12.48,121
64.67,56.35,1.13,15.17,116
64.92,60.75,1.23,13.5,118
66.93,68.56,1.34,18.09,122
62.97,67.64,1.19,26.49,109
63.12,83.01,1.5,33.28,126
60.85,62.1,1.29,22.65,142
63.31,67.62,1.21,15.88,110
47.62,26.48,0.8,12.67,104
44.65,32.65,1.01,6.99,147
44.44,25,0.86,7.73,91
44.81,24.3,0.79,14.42,76
58.43,29.01,0.97,10.38,89
64.91,43.66,1.06,11.89,117
37.5,19.09,0.77,7.61,82
29.34,18.55,0.77,9.45,67
12.94,17.48,0.67,5.62,55
18.14,21.59,0.71,8.4,56
48.11,45.09,1.05,14.04,83
71.88,54.12,1.21,12.59,113
67.16,70.94,1.46,18.95,133
63.98,71.81,1.61,26.27,114
60.85,51.12,1.81,32.42,112
68.5,61.14,1.64,19.71,114
56,60.94,1.62,19.54,132
78.65,28.57,1.2,8.27,129
77.51,26.66,1.15,9.79,163
68.7,26.07,1.13,8.59,150
72.89,23.94,1.18,10.66,127
76.4,31.02,1.14,12.94,151
71.11,33.96,1.11,12.68,148
64.44,61.25,1.45,17.52,120
66.78,63.11,1.53,16.82,119
66.07,68.27,1.59,18.76,125
63.54,72.33,1.74,22,116
60.96,71.71,1.71,22.92,112
61.68,81.21,1.6,25.38,108
61.23,85.44,1.64,25.54,109
63.17,80.13,1.68,40.55,110
61.53,69.96,1.58,20.38,116
68.77,63.18,1.55,23.3,125
63.62,68.05,1.64,24.5,121
66.66,71.79,1.53,21.3,126
66.92,25.19,1,11.07,144
41.55,30.56,0.99,6.67,93
32.6,26.56,0.94,8,82
52.58,24.96,0.98,6.34,106
74.8,30.06,1.06,8.32,131
43.18,28.66,1,10.04,113
50.53,36.44,1.04,27.9,91
64.4,58.46,1.49,34.58,105
65.44,57.17,1.41,37.75,123
57.84,36.03,1.19,35.72,120
46.03,20.92,1.02,33.88,113
40.99,18.21,0.96,34.07,105
48.07,18.08,0.96,32.54,117
62.66,22.56,1.15,31.35,107
71.8,30.64,1.18,31.52,139
52.28,46.05,1.14,32.89,119
69.5,65.42,1.49,31.48,119
59.38,67.64,1.48,18.63,120
64.2,74.72,1.55,18.98,119
61.85,77.27,1.53,19.86,122
63.14,77.15,1.82,23.87,133
67.26,77.47,1.84,21.77,120
65.86,71.11,1.67,20.15,124
79.29,48.03,1.48,18.57,122
63.52,64.9,1.63,14.27,126
66.59,53.96,1.55,12.91,133
56,41.25,1.52,11,127
56,57.45,1.69,8.02,116
56,53.1,1.67,5.13,116
71.19,55.17,1.57,6.8,107
63.51,38.43,1.38,1.44,147
38.25,33.05,1.1,1.23,102
62.3,42.11,1.32,6.48,98
66.77,46.67,1.39,4.81,117
68.9,29.76,1.27,5.03,121
69.58,39.5,1.22,7.2,146
47.15,59.46,1.41,6.3,110
57.31,51.83,1.35,3.42,108
56.08,60.14,1.46,6.48,103
61.58,63.83,1.5,13.46,108
55.21,52.63,1.36,16.88,102
66.21,41.29,1.28,7.78,107
71.24,28.97,1.21,4.35,121
73.17,18.95,0.95,3.3,144
76.86,23.54,0.98,4.77,148
67.81,57.83,1.42,8.65,136
68.03,68.69,1.54,18.4,137
62.88,70.47,1.48,15.37,124
77.1,30.17,1.1,5.99,139
80.78,29.97,1.11,4.71,166
80.65,33.64,1.21,12.21,236
74.57,33.51,1.18,3.76,156
63.88,51.04,1.26,8.36,126
55.47,56.26,1.31,6.47,108
68.84,30,1.05,7.12,101
82.19,25.96,1.12,4.77,173
68.09,36.01,1.26,6.49,190
90.15,46.57,1.57,19.63,178
68.13,23.93,0.84,9.77,183
84.78,26.01,1.3,10.28,177
95.17,40.05,1.26,11.5,214
93.11,41.89,1.36,9.69,221
64.85,30.29,0.77,7.15,158
95.92,45.33,1.42,10.41,177
96.96,44.16,1.87,20.63,255
98.42,53.95,1.09,17.72,227
90.31,50.7,1.31,11.52,214
86.33,41.98,0.95,14.14,137
97.24,54.72,1.07,17.66,198
108.49,51.15,1.1,14.45,265
90.15,50.13,0.95,10.94,228
72.66,38.14,0.81,8.28,168
50.1,24.89,0.68,3.41,107
47.32,29.69,0.74,5.12,118
54.3,31.76,1.3,4.77,146
74.8,51.11,1.57,10.04,158
103.57,67.56,1.74,31.92,219
69.93,51.53,1.5,14.76,196
90.56,50.92,1.48,15.12,191
78.47,41.19,0.86,17.2,166
78.02,39.22,1.27,21.8,184
61.52,34.28,1.24,14.93,158
48.68,32.48,1.22,20.24,144
50.3,36.34,1.28,25.92,141
51.17,25.74,1.01,18.59,138
54.92,26.63,1.18,11.52,129
72.35,26.9,0.68,13.36,122
68,33.52,1.22,10.82,160
67.1,32.02,1.17,10.37,151
84.69,50.97,1.41,25.77,175
72.19,47.3,0.83,14.73,151
76.47,56.43,1.38,15.05,172
52.09,40.5,1.16,10.11,159
29.71,26.24,0.62,10.14,86
22.3,22.88,1.01,12.79,117
24.57,18.35,1.08,8.84,118
19.72,13.58,0.96,4.49,108
22.26,21.42,1.05,10.69,106
26.23,20.68,0.7,9.99,62
28.4,13.13,0.72,8.13,122
45.77,15.24,0.45,13.53,67
50.47,14.84,0.92,7.48,90
42.41,18.12,1.19,3.49,169
36.17,23.85,0.83,4.73,112
36.92,23.69,0.94,10.12,114
40.35,23.26,0.98,10.05,126
47.45,23.88,1.02,10.64,129
51.6,23.09,0.56,12.14,106
56.22,24.25,1.17,12.52,147
48.4,22.58,1,5.62,136
47.43,23.01,1.07,8.49,127
48.72,24.53,0.72,13.48,97
52.68,28.39,1.14,21.56,144
33.5,21.75,0.56,11.56,115
30.71,15.91,1.11,15.93,94
30.48,12.79,1.68,15.52,134
30.66,13.76,1.71,19.38,140
33.98,15.38,1.55,16.77,140
32.45,16.13,1.12,14.92,106
28.03,16.11,1.65,14.5,98
30.18,15.4,1.58,14.6,128
39.15,17.95,1.6,14.55,136
46.38,20.15,1.74,16.06,142
45.34,18.06,1.7,14.11,152
45.08,18.38,1.71,15.15,149
30.88,17.28,0.98,11.21,94
28.6,17.27,0.9,8.72,131
47.12,0.17,1.25,4.36,149
22.41,5.76,0.71,5.35,70
28.03,4.43,0.79,4.23,94
29.4,13.63,0.75,5.03,85
42.25,13.34,0.83,6.52,90
54.75,2.68,0.8,7.43,99
60.62,0.38,0.85,7.45,148
33.02,19.44,0.75,5.84,130
30.55,16.56,0.76,3.89,93
13.1,14.82,0.74,4.74,85
6.48,11.61,0.74,5.57,64
7.8,14.27,0.76,5.12,63
10.89,10.62,0.71,6.13,58
15.12,8.23,0.63,5.84,52
13.71,10.58,0.82,6.95,74
38.17,8.68,0.79,4.93,62
61.5,11.39,0.91,5.98,95
67.51,25.32,1.02,8.7,120
72.41,28.02,0.93,9.69,161
69.52,30.52,0.94,8.78,174
70,31.12,0.98,8.23,175
62.29,41.42,1.07,7.34,153
82.35,54.91,1.05,8.89,158
51.25,44.58,0.81,5.7,138
56.05,39.66,0.89,7.2,116
61.99,40.34,0.91,10.41,122
71.27,27.71,0.94,7.28,165
69.02,29.42,0.93,6.61,157
75.65,34.31,1.1,9.75,162
98.32,55.94,1.23,9.07,207
101.28,55.34,1.3,10.87,230
83.65,36.78,1.09,12.56,195
60.98,44.64,1.04,11.66,155
55.61,44.59,1.06,10.45,104
77.81,54.45,1.14,11.55,148
72.49,47.58,1.11,10.08,132
76.95,43.73,1.16,11.13,159
80.72,41.51,1.26,7.11,169
66.31,24.11,0.93,6.7,128
66.12,36.82,1.04,5.84,125
83.31,67.69,1.47,14.22,155
92.11,56.71,1.26,14.12,206
72.64,46.04,1.09,26.03,158
55.81,43.94,0.91,9.21,131
72.83,54.01,1.12,6.59,124
67.7,41.12,1.1,6.93,142
89.92,52.59,1.39,10.78,164
113.04,61.96,1.47,40.38,251
117.2,45.4,1.32,13.44,268
115.56,39.23,1.21,8.55,292
123.9,60.49,1.45,15.18,296
101.93,55.93,1.2,16.39,290
88.29,60.83,1.28,16.54,203
52.25,52.56,1.08,6.26,160
58.56,32.45,0.93,5.44,99
67.75,23.54,0.93,8.38,129
59.73,23.69,0.95,5.75,131
64.22,28.36,1.02,9.84,125
72.28,52.03,1.33,12.67,132
112.67,83.29,1.95,34.16,231
89.89,59.18,1.5,11.99,233
106.06,75.76,1.78,12.97,231
92.74,70.87,1.6,14.41,230
100.71,60.68,1.19,12.79,229
63.83,33.16,0.88,10.25,150
98.05,62.83,1.28,13.18,192
123.81,70.69,1.52,15.06,279
128.34,69.88,1.64,15.88,305
117.2,52.2,1.19,16.11,293
199.94,62.91,2.11,14.33,334
113.89,47.37,1.37,11.01,320
123.38,53.99,1.48,17.97,284
104.12,50.03,1.39,12.76,297
83.42,56.14,1.33,14.01,189
85.14,57.47,1.41,10.54,180
103.95,60.86,1.52,14.32,229
90.25,58.21,1.48,11.72,224
93.18,63.07,1.52,12.21,200
108.47,87.42,1.7,13.74,226
83.94,38.1,0.99,18.12,182
87.12,44.15,1.04,9.01,176
95.29,68.01,1.24,21.3,219
92.94,65.32,1.15,11.28,215
73.77,61.11,1.15,2.45,179
81.05,69.86,1.19,3.83,172
78.53,65.58,1.25,9.44,164
63.4,62.86,1.06,11.92,169
65.06,58.17,1.16,11.79,162
69.68,57.75,1.02,11.14,150
62.76,49.41,0.66,9.09,136
51.09,47.2,0.59,10.01,116
49.31,41.02,0.61,9.03,112
52.48,38.01,0.59,8.76,99
