dust,NO2,CO2,SO2,AQI
32.9,9.87,0.33,14.91,66
313.22,36.39,15.2,9.25,472
186.18,32.87,9.54,6.65,454
87.18,30.31,10.61,2.65,143
151.84,36.91,11.54,4.63,319
146.6,34.92,9.2,3.33,325
149.58,37.84,9.44,3.66,318
217.87,40.15,9.78,5.82,353
229.9,43.16,11.01,3.31,383
201.66,38.56,11.09,3.48,375
221.02,46.39,9.7,5.91,376
205.41,47.29,10.98,5.54,379
212.41,44.71,9.3,5.17,375
197.61,45.88,11.52,5.95,366
164.39,41.17,10.32,4.85,353
166.19,56.7,10.81,6.94,340
174.98,49.41,11.46,4.69,356
196.46,53.04,8.87,5.13,360
201.51,53.77,8.99,5.43,370
183.35,39.88,9.02,4.21,362
165.63,34.23,8.03,4.11,340
159.54,22.56,9.01,7.05,338
143.68,21.82,10.58,8.64,332
128.73,17.35,8.74,6.77,254
164.98,15.77,9.39,8.89,324
148.59,20.83,11.44,5.96,333
129.34,25.66,10.19,6.78,292
154.2,30.39,10.36,6.42,318
134.6,28.6,10.21,5.21,295
173.13,38.34,11.74,5.53,327
178.04,38.43,11.58,6.43,345
158.59,41.36,8.7,5.03,334
211.59,58.17,13.08,9.9,358
163.64,37.25,10.59,5.31,349
157.71,31.05,8.21,5.64,334
137.26,29.69,9.11,5.06,313
131.76,36.51,8.18,4.85,262
151.6,67,5.51,9.13,303
160.75,57.69,10.28,6.91,329
145.34,50.39,5.39,8.66,323
134.67,39.18,5.11,9.7,266
153.07,42.2,10.88,5.81,319
116.91,53.63,12.64,7.54,334
177.98,42.73,13.75,9.2,342
167.01,44.61,11.26,7.77,341
193.96,53.81,11.73,9.36,377
184.06,58.15,13.78,9.13,391
152.62,44.22,11.55,6.79,358
161.27,25.4,10.3,5.6,327
188.2,60.29,16.23,8.65,365
159.97,40.51,13.11,5.08,352
144.12,34.71,11.45,5.93,317
155.38,45.11,14.21,12.24,320
124.1,31.83,9.73,5.68,279
141.39,38.23,9.29,9.43,281
170.16,48.4,14.17,9.28,354
148.19,29.28,14.13,5.94,340
140.78,20.95,13.61,6.98,323
130.42,24.75,12.78,12.12,315
105.86,20.65,11.8,12.48,310
71.83,21.42,11.62,10.99,324
53.71,13.43,10.19,3.21,226
83.49,23.75,11.72,5.07,266
91.07,24.28,10.64,4.68,200
106.57,31.12,9.36,5.97,275
101.75,26.59,10.55,5.96,322
77.57,19.15,9.48,5.18,216
63.24,20.35,8.19,3.98,108
76.62,18.21,9.02,4.2,197
86.7,18.82,7.98,3.84,238
104.29,25.63,10.76,6.3,274
115.93,32.29,11.3,7.03,315
108.66,30.75,10.23,10.65,307
67.94,29.78,9.18,10.14,208
38.89,17.76,8.23,4.25,165
45.39,17.14,7.87,8.8,188
55.55,20.96,10.45,7.19,217
50.59,16.6,7.83,3.6,191
69.51,23.77,7.89,4.97,240
96.62,29.04,9.59,6.66,229
96.28,29.21,8.82,7.31,248
72.2,20.27,8.5,4.4,204
78.47,23.04,8.6,4.07,271
91.87,30.01,10.1,7.35,290
107.26,33.82,11.69,11.82,340
109.78,33.02,12.67,9.3,358
62.27,24.76,9.29,10.91,287
102.22,29.41,10.47,17.16,323
104.36,33.86,14.42,16.92,360
44.19,17.6,9.58,7.75,268
55.66,20.13,9.56,9.34,283
112.86,32.71,10.15,19.48,309
78.51,20.54,6.72,14.37,249
66.52,18.47,8.24,10.62,245
62.56,24.96,5.52,12.94,229
78.61,27.75,7.97,16.72,234
119.7,32.83,11.01,16.63,343
66.09,24.47,7.29,8.34,262
95.34,34.72,9.28,17.99,308
63.57,35.15,6.57,10.48,293
96.56,52.77,4.63,15.8,290
131.39,59.52,5.84,21.5,375
75.35,45.3,7.73,13.08,293
86.49,50.3,3.67,14.99,247
77.07,42.65,6.85,14.04,232
98.79,47.41,11.65,13.75,316
81.81,44.06,5.94,21.44,295
65.78,40.09,7.38,14.34,246
119.82,51.11,8.21,17.21,378
125.53,64.73,8.84,18.02,406
121.51,60.41,6.75,20.98,392
114.5,50.7,6.84,19.38,391
101.83,55.27,7.36,19.29,368
118.57,76.46,6.58,21.81,365
143.22,88.61,6.42,26.89,383
106.76,58.87,6.75,17.56,367
65.36,31.23,8.44,12.67,334
67.08,35.54,4.76,11.92,258
81.37,34.88,4.67,13.97,234
63.76,42.98,7.16,13.98,257
60.56,43.9,7.33,12.85,259
76.1,42.99,7.63,13.1,279
73.78,27.42,1.28,10.45,210
97.63,29.16,1.14,10.79,298
99.5,35.31,1.17,9.82,315
97.31,41.7,1.36,14.94,368
76.43,29.5,1.38,16.93,266
61.69,27.81,1.19,16.71,174
55.19,35.49,1.04,12.97,199
63.79,38.36,1.07,10.92,217
58.48,36.2,1.02,11.57,238
60.29,42.1,1.06,11.53,230
67.35,46.81,1.13,10.98,218
87.55,54.45,1.22,10.51,226
84.57,45.36,1.21,9.91,202
111.58,60.71,1.51,10.43,274
108.78,56.31,1.37,10.4,289
91.18,46.44,1.15,9.27,235
104.85,60.96,1.4,11.68,285
56.19,43.3,1.22,10.85,209
67.62,49.83,1.14,9.75,132
64.38,62.73,1.1,9.27,179
45.65,62.69,1.16,13.55,136
35.75,38.78,0.95,11.57,104
34.89,31.17,0.98,12.34,95
63.06,39.16,1.21,13.26,175
82.39,45.09,1.5,11.8,290
88.08,45.96,1.63,11.17,282
89.75,44.13,1.49,9.76,298
69.57,43.41,1.25,10.38,240
68.34,48.19,1.16,10.68,188
61.08,42.91,1.1,9.59,187
85.7,54.68,1.49,11.42,230
97.62,52.53,1.58,9.77,286
103.58,54.93,1.72,11.41,266
145.97,62.84,2.26,15.08,369
180.52,75.42,3.15,17.32,375
151.57,65.07,2.19,11.35,411
144.04,57.05,1.73,11.15,383
148.44,58.32,1.96,12.13,388
130.22,65.15,2.5,15.27,351
147.71,61.29,2.48,13.94,320
111.34,51.83,2.02,12.01,296
100.7,52.92,1.98,14.75,312
97.67,48.92,1.89,11.84,260
75.81,43.47,1.61,10.89,204
95.24,60.8,2.13,10.84,218
90.66,20.29,1.62,7.56,388
156.71,41.09,1.63,10.14,298
170.28,61.67,2.08,16.24,392
198.1,74.62,2.17,16.73,428
158.04,46.9,2.98,15.64,384
116.98,32.96,2.6,13.27,292
143.73,67.38,2.05,21.35,343
169.22,71.38,3.07,18.2,383
147.65,56.46,1.78,13.81,374
101.61,47.8,1.58,20.57,263
113.2,49.25,1.74,21.2,334
112.89,43.78,2.07,18.61,333
95.72,57.74,1.89,24.29,262
108.4,42.63,2.29,18.92,236
245.97,35.11,1.74,17.66,340
277.53,60.17,2.41,28.58,415
232.4,68.4,2.05,31.66,420
244.78,82.74,2.09,29.19,407
293.49,87.47,2.54,31.58,454
161.78,63.78,1.76,21.21,388
153.33,58.13,2.56,20.9,276
353.86,86.59,2.76,19.96,483
217.55,75.98,2.84,31.77,451
201.44,79.2,2.01,40.75,378
249.95,84.89,2.64,33.72,439
219.68,55.72,1.5,25.96,431
258.48,54.69,1.84,28.58,421
291.66,61.66,1.75,21.15,454
221.68,60.05,1.72,21.27,450
214.24,83.62,2.1,22.68,367
184.02,85.03,2.26,21.27,383
136.22,57.11,2.1,17.53,347
188.09,74.39,2.3,21.78,369
238.69,96.62,2.87,25.59,392
271.42,101.44,3.28,26.81,455
293.73,97.76,2.96,23.06,450
247.27,92.32,2.73,20.77,478
266.95,105.29,3.49,24.92,431
241.61,88.74,2.6,19.65,440
149.14,54.63,1.98,15.97,376
182.5,69.29,1.84,21.35,347
193.58,71.35,1.71,19.49,343
172.89,47.21,1.43,17.09,362
190.46,51.84,1.88,20.73,319
282.76,78.48,2.51,24.51,425
183.28,83.03,1.77,16.48,400
240.97,72.93,2.38,24.08,433
295.71,94.04,2.42,23.57,463
66.12,27.52,0.6,7.13,131
80.94,21.39,0.61,6.62,165
75.4,38.55,0.43,6.08,176
89.38,29.45,0.45,7.17,172
74.2,26.08,0.3,6.64,137
68.47,28.66,0.46,3.46,131
63.41,25.2,0.43,2.94,132
69.45,26.09,0.2,5.81,115
76.81,28.99,0.19,11.7,151
75.73,24.45,0.27,11.96,180
79.81,27.44,0.33,13.91,183
70.98,25.61,0.32,22.29,193
102.2,24.51,0.24,24,224
107.63,27.06,0.24,23.51,268
105.88,31.67,0.26,7.6,253
104.45,30.92,0.25,6.57,208
106.85,31.1,0.33,7.65,211
137.42,29.16,0.33,9.36,246
147.07,30.14,0.37,14.64,319
147.83,30,0.33,14.31,317
152.61,58.53,1.02,23.09,310
121.7,57.08,1.36,17.44,313
152.16,63.15,1.05,27.42,310
176.17,53.51,1.18,22.15,336
426.52,54.76,1.06,36.85,497
213.12,50.13,1.46,20.55,404
146.01,55.88,0.93,24.42,338
163.35,64.25,1.45,27.79,327
188.24,81.33,1.51,23.19,366
203.03,80.62,1.01,23.77,357
178.91,90.56,1.15,24.12,328
167.54,65.44,0.98,21.24,345
198.37,84.45,0.9,27.88,379
187.82,60.61,1.16,25.08,362
196.37,69.51,1.47,23.68,340
211.64,53.08,1.84,19.36,366
179.17,46.83,1.13,16.01,344
160.69,47.7,1.4,17.19,305
168.16,46.49,1.31,15.29,310
190.33,47.28,1.83,18.87,345
209.61,60.56,2.33,19.55,370
216.53,57.27,1.94,18.74,377
517.93,65.17,2.37,15.29,532
639.19,77.51,2.74,20.46,675
495.9,81.67,2.37,15.68,677
370.73,80.73,2.45,17.84,597
363.77,78.61,2.32,17.8,471
465.08,70.1,2.44,13.94,613
354.56,65.77,2.33,15.58,561
254.36,56.46,1.74,13.67,444
192.04,57.85,1.64,19.24,378
191.57,53.86,1.55,22.89,357
150.79,47.38,1.51,16.32,330
143.51,43.91,1.16,13.3,309
128.65,45.6,1.2,15.12,297
171.34,52.73,1.3,13.7,329
178.08,54.75,1.52,15.02,341
177.41,54.64,1.51,18.13,348
175.56,55.04,1.55,18.32,340
187.97,64.15,1.65,19.2,348
185.31,76.48,1.74,17.95,347
224.37,67.6,1.97,21.01,368
198.34,68.93,1.64,18.95,382
167.74,62.53,1.76,19.39,360
215.17,75.37,2.31,20.1,359
219.84,57.73,2.11,16.83,388
190.45,56.83,1.83,17.59,377
208.87,65.66,2.1,20.17,356
240.87,65.83,2.28,19.92,384
261.82,65.49,2.49,20.17,415
230.56,64.61,2.41,18.29,404
120.91,51.02,1.65,20.88,330
88.95,45.83,1.49,18.17,215
115.08,53.85,1.56,21.69,220
165.76,70.14,1.77,24.22,312
230.34,83.94,2.18,25.97,389
218.87,71.25,2.28,24.39,406
109.18,45.94,1.51,11.71,280
134.99,40.27,1.34,10.81,263
126.67,36.59,1.31,11.18,276
127.57,34.73,1.28,9.69,292
100.72,29.84,1.06,4.98,228
95.58,37.37,1.2,12.68,195
115.19,45.8,1.28,16.97,223
168.33,54.84,1.48,23.03,291
283.24,66.41,1.91,25,378
293.14,61.63,1.45,22.54,467
157.72,50.73,1.17,20.47,370
117.72,50.97,1.54,19.95,253
203.18,66.65,1.74,23.73,309
259,58.92,1.68,23.76,398
224.42,57.6,1.57,22.1,372
224.27,65.61,1.69,23.17,379
249.17,70.25,1.86,25.51,398
227.28,59.7,1.7,25.54,399
273.56,60.4,1.96,21.01,421
306.17,66.97,1.95,17.97,451
303.41,63.92,1.8,18.58,462
277.48,53.73,1.52,12.43,439
217.01,52.24,1.29,10.28,405
248.54,61.57,1.36,14.42,394
240.42,54.8,1.38,13.2,398
252.57,59.12,1.59,18.15,403
191.66,47.02,1.3,16.27,384
152.98,51.6,1.33,17.15,314
233.1,66.19,1.54,21.82,373
186.26,60.21,1.4,18.98,366
154.64,63.57,1.47,17.4,318
168.87,65.3,1.56,24.03,306
230.5,61.28,2.12,24.28,370
191.47,54.37,1.72,22.47,365
177.71,52.51,1.42,19.12,352
133.56,46.86,1.36,19.06,278
235.06,47.86,1.61,14.48,350
276.25,55.08,2.04,21.02,411
253.7,49.45,1.82,22.27,451
152.33,38.87,1.31,14.45,351
153.61,44.09,1.51,16.91,310
202.11,56.45,1.87,21.64,362
160.79,47.26,1.43,14.25,343
130.16,35.33,1.32,11.9,286
111.75,40.13,1.37,6.84,267
128.45,38.17,1.43,7.99,263
155.2,45.14,1.4,7.94,284
150.96,47.6,1.85,10.26,334
162.48,54.51,1.96,12.61,332
126.84,47.59,2,14.47,300
123.48,45.46,2.52,11.35,271
157.33,63.88,1.62,18.67,293
140.35,54.28,1.49,12.25,318
115.05,51.46,1.29,14.2,277
133.8,46.74,1.3,13.2,284
163.6,63.42,1.33,14.77,313
143.29,56.51,1.21,14.94,324
131.49,54.53,1.18,14.58,287
186.19,74.83,1.75,13.8,334
203.33,74.5,1.7,14.35,375
209.7,99.06,2.55,13.77,378
148.13,62.4,1.56,14.45,350
72.36,33.08,0.97,8.58,218
103.93,46.48,1.21,10.25,189
76.92,34.92,0.96,9.03,217
94.49,38.54,1.03,11.47,189
123.19,48.33,1.21,12.49,248
127.8,49.9,1.27,15.01,277
127.27,50.94,1.36,12.17,284
172.55,71.76,1.96,15.25,321
167.16,68.29,1.89,14.53,335
172.99,92.54,2.42,13.97,347
159.67,66.4,1.8,15.89,333
163.75,70.77,1.81,16.26,331
164.2,62.66,1.52,15.09,347
106.26,42.88,1,14.34,317
67.27,33.59,0.88,9.64,170
85.53,43.12,1.15,10.72,167
143.25,52.5,1.47,14.52,274
120.71,51.74,1.43,14.9,293
139.18,50.64,1.64,11.52,300
98.25,41.07,1.18,12.93,244
79.83,39.02,0.99,12.95,205
76.96,39.58,0.99,12.7,180
75.45,37.92,0.94,12.99,170
87.62,45.6,1.11,13.23,192
139.88,79.5,1.84,16.98,262
134.76,65.86,1.64,18.68,316
75.67,39.85,0.95,14.8,207
88.3,41.81,1.08,15.41,179
105.29,45.32,1.18,17.48,236
109.22,56.5,1.54,17.22,241
116.62,64.82,1.63,17.39,287
108.98,48.86,1.23,16.08,314
111.67,41.48,1.09,16.61,269
81.57,32.61,1.09,13.63,218
82.15,31.72,1.2,17.22,177
81.93,43.85,1.1,16.95,177
109.99,55.71,1.42,20.52,224
133.53,45.33,1.36,24.36,302
83.4,33.49,1,17.14,226
64.2,34.53,0.89,12.75,171
78.4,37.32,0.91,14.56,183
85.34,34.66,0.96,15.57,202
85.9,41.2,1.06,16.28,203
111.26,60.75,1.52,18.5,246
117.78,71.04,1.74,16.27,293
95.98,41.56,1.01,16.53,238
96.45,45.84,1.11,15.95,234
101.59,44.76,1.17,16.59,269
75.14,37.97,1.01,14.13,217
96.38,48.52,1.22,16.54,217
101.18,51.63,1.28,17.36,239
111.82,52.51,1.44,16.58,244
152.56,60.24,1.76,19.67,329
100.5,44.92,1.42,19.96,271
48.46,36.94,1.12,10.48,170
50.27,34.29,1.09,10.5,142
49.56,39.45,1.35,10.77,133
93.89,45.16,1.57,12.65,205
48.61,32.33,0.99,11.21,179
46.21,40.94,1.3,10.07,135
83.96,54.68,1.78,13.37,201
97.16,59.41,2.12,15.77,233
107.36,67.79,2.26,17.56,240
119.75,76.17,2.51,21.02,296
81.97,57.84,1.56,13.57,266
73.44,40.44,1.04,13.29,216
89.49,51.78,1.19,16.76,242
100.01,40.56,0.91,15.55,271
119.24,30.99,0.89,12.08,444
62.06,31.63,0.85,16.92,302
76.11,39.43,1.03,12.89,197
108.64,57.07,1.28,17.01,242
117.56,82.47,2.02,15.1,287
142.82,78.5,2.09,17.89,329
107.47,49.86,1.41,12.96,351
84.13,36.11,1.14,12.38,288
89.1,42.57,1.26,16.1,259
79.3,46.42,1.12,11.9,221
54.88,33.37,0.81,8.8,173
66.74,34.14,1.02,7.65,161
47.25,31.77,1.23,9.52,167
49.09,30.44,1.17,9.06,146
74.82,46.75,1.74,11.85,174
110.48,53.69,2.05,14.61,280
111.95,54.75,2.2,16.31,243
61,27.66,1.31,6.97,252
71.99,46.09,1.46,12.35,168
93.45,52.15,2.41,12.02,218
132.39,65.41,2.73,16.58,292
144.33,74.13,3.2,17.75,330
80.64,31.22,2.1,11.48,285
49.22,40.3,2.05,11.3,174
67.23,39.81,1.91,11.9,173
78.74,41.79,1.11,9.25,194
105.99,44.14,0.85,13.61,240
96.96,53.88,1.07,13.97,254
103.98,65.52,1.46,12.48,270
83.66,45.88,1.08,12.65,231
71.25,42.68,0.91,12.73,208
91.16,59.07,1.17,15.56,207
129.23,77.28,1.66,17.57,306
114.13,57.51,1.34,17.78,303
83.88,59.34,1.31,12.73,260
103.02,64.88,1.47,14.9,244
97.37,58.31,1.1,11.59,268
117.56,54.01,1.33,15.54,276
112.6,60.34,1.4,11.93,303
65.76,33.21,0.95,8.58,272
71.99,40.76,1,9.71,223
79.98,30.14,0.81,8.24,196
52.6,29.28,0.98,9.08,183
59.52,31.51,0.84,7.79,154
64.42,30.68,0.81,8.14,170
61.72,27.67,0.82,7.51,160
57.68,31.11,0.88,9.34,146
73.77,33.8,0.96,10.1,166
76.78,31.27,0.95,7.75,180
52.79,27.39,0.9,6.41,153
67.02,34.23,0.93,7.35,153
73.22,34.85,0.9,6.94,186
141.28,31.72,0.87,8.73,285
261.77,25.75,0.77,6.91,453
225.49,25.37,0.72,7.22,522
153.28,24.61,0.7,7.31,593
127.32,25,0.68,7.29,531
84.47,22.78,0.68,6.18,384
61.06,26.68,0.77,7.71,179
52.76,26.52,0.68,6.5,146
67.55,33.71,0.77,10.05,175
76.98,34.82,0.75,9.73,221
83.98,45.06,0.99,12.38,249
81.33,44.23,0.96,11.68,228
54.15,34.98,0.77,13.73,194
46.9,34.92,0.74,12.17,168
29.98,34.16,0.72,13.16,128
52.48,31,0.84,10.43,126
30.07,29.01,0.76,8.48,99
37.11,30.43,0.87,9.36,90
41.41,32.89,0.91,9.55,113
34.18,28.46,0.78,8.53,102
34.24,25.74,0.65,8.82,111
44.55,37.27,0.86,10.11,122
45.76,31.17,0.78,10.14,128
50.41,38.05,0.95,11.14,130
57.12,36.71,0.94,10.27,147
61.93,34.43,0.9,10.4,155
68.2,39.85,0.98,11.6,176
70.48,35.14,0.93,11,168
47.48,28.19,0.81,10.92,140
39.78,31.82,0.84,11.26,111
46.53,34.22,0.76,10.92,130
28.44,31.94,0.88,10.69,109
33.82,31.63,0.84,11.13,96
37.76,28.9,0.78,10.64,92
37.32,33.31,0.96,9.51,95
34.26,30.73,0.87,10.2,105
37.76,29.45,0.82,11.04,114
35.04,27.41,0.8,11.14,106
37.26,33.46,0.89,10.4,90
50.21,36.48,0.97,11.2,114
25.81,27.55,0.83,9.85,87
32.39,28.74,0.81,10.43,80
39.3,29.15,0.83,10.78,101
34.7,27.58,0.81,9.99,90
32.22,25.1,0.89,9.27,90
21.75,23.41,0.91,9.13,68
37.69,21.59,0.73,9.55,71
44.03,25.02,0.74,9.37,100
39.89,25.06,0.8,8.96,122
50.59,28.84,0.91,9.12,135
55.77,26.14,0.94,9.71,155
71.5,25.2,0.86,10.22,215
65.46,26.08,0.78,9.48,228
69.75,28.77,0.76,9.61,215
63.57,24.82,0.71,9.86,234
50.64,26.59,0.9,9.4,166
44.54,26.15,0.98,10.65,123
36.7,25.24,1.02,9.47,108
36.84,24.98,0.89,9.85,102
46.24,34.82,1.11,9.66,111
32.72,24.06,0.7,8.84,106
25.7,23.5,0.66,9.09,92
32.75,25.04,0.84,9.26,102
46.85,29.49,1.09,9.86,122
43,23.72,0.84,8.85,128
36.49,29.32,1.21,10.43,109
32.98,24.58,0.98,9.26,109
32.11,26.17,0.88,10.05,90
47.01,31.85,1.07,11.4,100
61.1,32.54,1.18,10.88,138
30.98,27.85,1.02,11.99,105
29.75,28.18,0.9,11.43,91
31.19,24.72,0.82,10.82,86
23.71,24.6,0.8,10.4,89
21.96,22.78,0.68,10.9,100
23.96,19.92,0.6,10.31,85
24.78,23.6,0.78,10.82,82
29.26,25.52,0.85,10.84,81
36.06,26.12,0.9,10.23,88
41.26,28.28,0.95,9.97,97
47.53,25.96,0.82,9.67,127
45.19,28.51,1.02,10.53,132
40.9,23.44,0.87,9.81,116
42.06,27.63,1.06,9.96,89
55.72,35.94,1.29,10.8,118
39.77,30.63,1.04,9.62,108
49.44,30.88,0.96,10.13,137
42.11,37.91,1.1,10.75,117
35.45,26.65,0.84,11.38,105
29.1,23.58,0.72,10.98,86
36.99,29.61,0.88,11.21,92
28.33,26,0.78,9.77,91
28.55,24.4,0.71,10.31,96
27.49,23.21,0.63,11.24,108
31.38,25.18,0.7,11.21,113
37.48,27.72,0.8,11.74,126
43.09,25.92,0.72,11.14,124
55.86,29.15,0.78,11.12,135
54.94,29.8,0.75,11.95,154
58.63,37.36,0.89,13.43,157
73.3,38.16,0.98,14.41,173
46.73,26.7,0.75,12.74,155
24.29,21.72,0.73,11.11,76
30.71,19.88,0.67,11.59,69
21.46,25.07,0.74,11.08,63
21.45,25.67,0.81,10.88,63
42.83,32.38,1.03,11.59,99
71.44,37.42,1.5,12.78,151
83.78,44.68,1.78,12.98,200
92.46,46.15,1.57,13.08,229
69.49,34.52,1,12.38,176
65.78,40.86,1.13,12.7,148
76.03,36.68,1.11,12.25,186
63.37,42.57,1.13,13.36,160
97.4,48.01,1.34,14.42,206
121.12,53.69,1.62,17.27,268
78.87,44.71,1.23,13.42,237
81.14,44.81,1.25,14.33,189
118.6,56.21,1.51,16.13,253
103.26,54.24,1.59,19.67,269
93.36,47.73,1.51,16.55,263
70.42,37.74,1.02,14.54,219
67.93,44.48,1.13,16.06,163
132.93,49.89,1.41,17.91,264
91.88,47.34,1.3,16.07,237
115.96,55.44,1.61,17.96,253
139.18,64.18,2.2,19.19,309
137.29,52.81,1.93,17.13,332
143.2,57.64,2.47,18.46,330
137.73,54.31,1.66,18.35,300
168.87,54.04,1.55,19.82,344
141.15,55.77,1.52,20.59,325
121.65,55.49,1.55,17.74,296
119.4,63.32,1.84,19.49,274
174.04,77.72,2.52,20.95,354
168.82,72.23,2.35,22.51,356
203.12,74.04,2.72,20.76,394
206.05,77.3,3.14,19.9,396
205,57.66,2.45,15.62,403
231.83,62.22,2.67,16.66,397
263.39,70.46,2.9,17.62,456
225.17,68.02,2.91,18.11,422
236.67,71.63,2.97,20.12,433
205.44,65.98,1.99,19.65,391
159.56,47.39,1.43,17.1,353
97.27,34.18,1,15.01,238
361.98,48.25,1.88,14.63,424
177.88,43.78,1.29,15.37,411
175.43,45.14,1.44,19.39,317
420.3,64.57,2.45,26.52,452
300.91,68.25,2.65,17.41,487
288.86,79.5,3.01,18.01,430
256.68,70.55,2.89,16.2,454
271.7,71.88,2.85,17.4,437
265.06,74.72,2.74,18.72,454
136.2,59.36,1.68,16.02,361
98.53,47.83,1.29,15.03,251
138.49,42.41,1.24,14.2,302
135.21,51.93,1.6,14.37,292
166.43,61.82,2,16.29,330
179.79,56.73,1.56,16.32,340
224.1,63.96,2.04,16.11,367
209.96,63.79,1.79,14.22,396
139.02,74.93,2.09,16.89,317
187.85,61.06,2.04,16.39,356
107.73,46.57,1.34,15.12,296
133.62,58.16,1.72,16.56,266
200.69,68.3,2.43,20.11,349
205.53,78.94,3.32,18.31,396
193.1,69.6,2.85,15.96,363
205.17,63.68,2.52,12.76,384
190.36,56.74,1.96,13.69,365
147.48,56.43,1.91,14.4,335
164.63,67.18,2.77,16.62,329
178.87,66.91,2.74,16.52,356
211.57,74.17,3.17,16.28,394
181.62,65.87,2.59,15.89,374
218.06,71.73,3.04,16.49,385
193.81,54.83,2.09,14.11,376
202.83,59.06,2.2,15.47,366
226.35,65.3,2.67,18.08,389
264.63,66.58,2.75,16.74,431
274.97,68.87,2.78,15.49,464
209.63,55.1,1.95,14.64,443
94.29,42.59,1.21,13.07,264
113.42,45.22,1.22,12.5,248
122.69,47.31,1.22,13.34,274
150.28,50.86,1.42,15.76,295
182.78,58.08,1.93,16.14,338
204.08,61.34,1.78,17.76,370
205.22,63.77,1.92,17.41,370
258.1,68.97,2.64,17.68,423
252.2,66.03,2.22,15.9,422
326.79,78.71,2.59,18.47,468
401.58,77.63,3.36,18.21,557
378.68,75.26,3.36,17.86,577
268.2,61.2,1.9,14.14,475
241,65.2,1.99,15.37,405
290.1,78.43,2.87,18.03,458
249.23,60.59,1.66,14.8,413
248.12,64.97,1.96,16.49,420
336.42,76.89,2.94,19.91,484
319.69,70.54,2.7,17.38,509
287.34,69.46,2.54,17.77,475
331.2,75.06,2.78,18.27,501
355.4,66.2,2.55,15.12,537
246.46,57.53,2.01,13.22,432
262.53,60.35,2.23,15.59,440
174.26,51.94,1.49,13.65,371
181.74,52.45,1.57,15.49,331
156.26,48.95,1.31,14.67,340
143.66,49.49,1.3,15.09,321
165.95,58.22,1.75,16.81,317
278.95,76.71,2.9,20.03,401
311.03,85.14,3.11,17.81,482
272.45,66.11,2.36,17.83,464
94.44,42.16,1.04,15.05,320
134.57,52.45,1.37,17.09,248
271.96,83.75,2.58,20.35,383
358.91,84.74,3.13,19.63,515
237.22,68.58,2.06,14.7,437
262.68,77.9,2.35,18.07,411
314.59,106.04,3.66,20.98,480
175.49,63.04,1.83,16.82,413
53.25,38.56,1.01,11.87,174
135.68,48.14,1.62,14.17,186
130.59,44.11,1.44,15.29,328
81.2,40.03,1.01,14.62,188
101.61,38.43,0.98,14.48,231
136.47,45.27,1.1,15.89,275
126.48,49.13,1.06,15.76,301
142,51.47,1.24,18.56,297
206.14,63.7,1.76,24.75,342
204.25,65.7,1.9,20.48,397
178.68,50.75,1.34,17.83,329
177.32,35.89,1.24,11.55,338
131.1,34.53,1.32,11.7,323
144.62,52.85,1.81,14.06,301
256.33,75.89,2.95,22.38,398
177.25,50.55,1.64,15.59,380
65.65,30.8,0.84,11.12,233
72.29,39.24,0.94,12.66,136
82.5,38.31,0.96,13.25,169
143.31,49.26,1.36,16.41,277
173.61,58.56,1.78,17.52,332
208.64,66.37,2.09,19.93,357
198.26,70.04,1.94,18.61,372
153.73,53.15,1.42,14.53,350
123.46,44.28,1.22,15.38,275
112.34,33.33,1.13,12.92,288
99.27,42.59,1.09,15.14,247
109.11,56.12,1.18,16.78,278
126.12,55.44,1.56,15.93,232
102.3,51.88,1.4,17.16,305
73.33,47.15,1.37,20.1,158
73.9,33.95,1.07,13.94,191
56.51,36.12,0.85,15.66,116
89.34,46.26,1.03,18.99,169
92.36,53.86,1.24,18.07,221
59.97,50.31,0.95,16.88,144
47.18,35.07,0.79,12.52,112
96.38,45.02,1.25,16.98,198
93.83,48.87,1.17,15.81,222
109.6,62.05,1.36,17.96,227
62.92,40.61,1.16,13.48,172
105.93,40.1,1.54,14.75,217
68.86,40.05,1.01,14.26,173
83.45,45.3,1.25,15.16,189
104.61,51.9,1.48,16.39,228
92.07,51.75,1.27,17.44,220
73.31,40.84,0.99,17.3,194
73.98,44.17,0.96,16.36,157
82.17,52.91,1.24,18.44,190
57.28,37.45,0.93,13.82,149
89.17,57.03,1.27,22.48,168
111.2,48.81,1.36,17.54,281
74.88,41.27,1,16.21,183
68.64,40.6,0.92,15.72,143
93.61,46.88,1.07,19.96,198
100.32,50.33,1.19,20.36,221
103.77,55.47,1.29,20.72,239
89.82,54.67,1.35,21.42,234
112.29,34.63,1.34,19.99,272
38.43,32.19,0.74,16.06,141
55.62,34.57,0.89,17.52,131
53.28,34.25,0.82,19.06,126
65,34.84,0.93,20.19,136
75.82,40.8,1.04,19.26,162
78.37,49.68,1.22,20.35,177
116.55,60.18,1.76,24.86,245
112.67,60.4,1.8,19.52,273
102.27,53.75,1.51,22.39,252
58.96,38.42,0.94,18.9,198
59.08,38.55,0.88,20.09,153
90.1,55.76,1.19,24.4,194
85.02,54.91,1.32,21.6,208
119.71,63.62,1.8,29.11,260
125.44,64.7,1.96,28.67,284
96.6,48.72,1.32,23.23,269
152.91,44.64,1.49,21.35,315
81.3,45.87,1.06,15.1,284
87.74,53.88,1.44,22.03,240
101.94,56.82,1.76,20.84,263
70.25,47.54,1.21,21.51,196
61.34,40.09,1.12,19.48,202
